,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6
6179,09:30:31.338,-10.4414,-7.2909,-10.5871,-12.3412,-8.9125,-10.9522,-6.1629,-13.7166,-27.5198,32.962,-9.8967,-17.1612,0.17,-22.4606,-10.5929,-21.9889,-12.0558,-11.9046,-9.4919,-8.7567,-45.6053,-7.4476,-16.3438,-0.3377,-15.0824
6181,09:30:31.340,-8.1346,-5.3163,-7.5599,-9.4287,-7.2209,-9.2086,-5.4471,-15.4479,-28.3299,19.9121,-6.5515,-15.5473,3.2638,-31.2589,-7.5969,-19.0948,-10.2942,-9.0485,-5.4827,-6.7933,-42.5534,-5.4791,-13.1475,-0.3929,-16.6406
6183,09:30:31.342,-3.3631,-0.9305,-2.4579,-4.0912,-3.3236,-4.9403,-2.436,-13.8253,-26.169,12.0597,-1.225,-11.1717,6.9526,-32.6282,-2.2492,-14.0666,-5.9334,-3.9295,0.7112,-2.6179,-36.6979,-1.2857,-7.1185,1.2738,-14.8645
6185,09:30:31.344,2.0301,4.0832,3.2453,1.9736,1.4657,0.4904,1.3807,-10.1799,-22.0502,8.903,4.6224,-5.5945,10.0014,-29.2412,4.0202,-8.2286,-0.7065,1.8883,7.4035,2.3501,-29.5382,4.0567,-0.4132,3.5995,-11.1534
6187,09:30:31.346,5.6108,7.1792,7.3212,6.2814,4.9041,4.6465,3.869,-7.1095,-17.7475,8.3594,8.6876,-1.5344,11.2248,-24.826,8.8539,-3.738,3.0143,6.1459,12.2486,5.9427,-23.4625,7.9201,3.9143,4.7066,-8.6515
6189,09:30:31.348,5.9169,6.7286,8.2158,7.2543,5.3296,5.7802,3.7577,-6.3816,-14.6487,9.0086,9.3093,-0.9169,10.0981,-21.3009,10.468,-2.2304,3.8709,7.2875,13.7551,6.6722,-20.1777,8.0099,4.0977,3.3337,-9.3688
6191,09:30:31.350,3.2862,3.0423,6.0275,5.2027,2.7694,4.0464,1.3899,-7.6903,-13.0672,11.0556,6.5887,-3.5534,7.1151,-18.1604,8.799,-3.7876,2.3119,5.3587,12.1771,4.6379,-19.6997,4.2092,0.8208,-0.2289,-12.553
6193,09:30:31.352,-0.5949,-1.9992,2.265,1.8284,-1.2828,1.1711,-1.7989,-9.1977,-12.3887,15.6378,2.1916,-7.5435,3.7382,-13.6412,5.3501,-7.0592,-0.0287,1.7662,9.145,1.2228,-20.6332,-1.433,-3.6308,-4.517,-15.6517
6195,09:30:31.354,-3.9065,-6.2811,-1.2685,-1.1387,-5.0673,-0.9743,-4.4267,-9.1881,-11.7694,23.3526,-1.8959,-10.8411,1.7401,-6.3225,1.9861,-10.3267,-1.6462,-1.7484,6.4841,-1.9966,-21.3364,-6.4389,-7.2641,-8.0882,-16.6117
6197,09:30:31.356,-5.6859,-8.6492,-3.4507,-2.8941,-7.5698,-1.5484,-5.889,-7.3275,-10.7844,33.1773,-4.5021,-12.4741,2.0223,3.6537,-0.203,-12.5334,-1.9959,-4.0327,5.2284,-4.1141,-20.9262,-9.5383,-9.4933,-10.3307,-15.2322
6199,09:30:31.358,-5.985,-9.1528,-4.016,-3.4548,-8.5986,-0.7754,-6.2397,-4.5706,-9.5657,42.575,-5.4421,-12.5165,3.7156,14.2198,-1.1012,-13.5011,-1.3229,-4.7557,5.4579,-4.9413,-19.4106,-10.7782,-10.6922,-11.28,-12.6046
6201,09:30:31.360,-5.3115,-8.3959,-3.1254,-2.9598,-8.2343,0.8661,-5.6555,-2.0204,-8.408,48.8461,-4.926,-11.2639,4.6073,22.3571,-0.9614,-13.4202,0.0466,-4.0598,6.7895,-4.5137,-17.1056,-10.5016,-11.0458,-10.9603,-9.6547
6203,09:30:31.362,-3.948,-6.7404,-0.9625,-1.2702,-6.4548,3.3139,-4.1406,0.0996,-7.2902,50.8567,-3.0335,-8.6909,2.9245,26.1263,0.1848,-12.3218,2.1404,-2.1469,8.8978,-2.7454,-14.0776,-8.6476,-10.045,-9.1461,-6.3837
6205,09:30:31.364,-1.725,-4.0888,2.28,1.7719,-3.3058,6.816,-1.68,2.4282,-5.8582,49.73,0.2239,-4.6926,-1.0132,26.112,2.5,-10.0765,5.1393,0.8133,11.6286,0.4169,-10.1793,-5.08,-7.0239,-5.7746,-2.3457
6207,09:30:31.366,1.5937,-0.3568,6.1775,5.8395,0.7286,11.29,1.45,5.5022,-3.953,47.7369,4.4928,0.3381,-4.9643,24.6386,5.846,-6.8166,8.8558,4.4752,14.7515,4.5944,-5.5854,-0.2714,-2.0174,-1.4222,2.3952
6209,09:30:31.368,5.6822,3.9169,9.9667,9.9723,4.681,15.8933,4.5875,8.8471,-2.1018,46.2885,8.8912,5.3271,-6.7299,23.3058,9.4416,-3.2441,12.4723,8.1114,17.7094,8.8362,-1.2089,4.6445,3.9196,2.773,6.8466
6211,09:30:31.370,9.4162,7.5144,12.7116,12.9463,7.4877,19.2776,6.9086,11.0827,-1.2865,44.9863,12.2892,8.948,-5.9758,21.5168,12.0812,-0.4454,14.8364,10.6945,19.6623,11.9587,1.5386,8.5134,9.1033,5.696,9.5285
6213,09:30:31.372,11.3878,9.1898,13.627,13.8392,8.4698,20.3384,7.7974,11.0156,-2.0565,42.6848,13.8062,10.2742,-4.1185,17.775,12.7534,0.6585,15.1032,11.3006,19.8395,13.1249,1.5606,10.728,11.9349,6.7898,9.3517
6215,09:30:31.374,10.8427,8.4736,12.3616,12.3895,7.549,18.8383,7.1217,8.6684,-3.9228,39.2911,13.1391,9.154,-2.6424,12.1945,11.1488,-0.2314,13.22,9.5813,17.9499,12.2132,-1.1979,11.1959,11.5447,6.1542,6.2991
6217,09:30:31.376,8.214,5.8792,9.1059,8.9908,5.1275,15.4234,5.2447,5.1926,-5.8485,36.0996,10.5685,6.1361,-1.8815,6.939,7.6867,-2.7634,9.8725,5.9429,14.3365,9.7181,-5.7671,9.9956,8.1622,4.3122,1.4896
6219,09:30:31.378,4.7109,2.3322,4.4915,4.4198,1.8019,11.0773,2.762,1.7316,-7.4449,34.1665,6.7429,2.0916,-1.4937,3.7054,3.1306,-6.2757,5.9597,1.2702,9.7514,6.3167,-10.9091,7.2805,3.0243,1.9402,-3.4274
6221,09:30:31.380,1.3179,-1.5773,-0.6553,-0.499,-1.8812,6.5207,0.1416,-1.5688,-9.5076,32.7201,2.4142,-2.1966,-1.6291,1.2367,-1.8205,-10.1547,2.0701,-3.5808,4.9424,2.4975,-15.9115,3.4874,-2.2796,-0.3324,-7.1849
6223,09:30:31.382,-1.8106,-5.7441,-5.5441,-5.0939,-5.4942,2.0715,-2.4258,-5.3072,-13.052,29.7938,-1.7406,-6.2379,-2.9688,-3.7643,-6.6234,-13.9073,-1.5749,-8.0638,0.4209,-1.4355,-20.6754,-0.5607,-6.6935,-2.095,-9.4663
6225,09:30:31.384,-4.9517,-9.9831,-9.4739,-8.8015,-8.6021,-1.9697,-4.7975,-9.5761,-17.6801,24.6703,-5.129,-9.7071,-5.4492,-12.9148,-10.6675,-16.9682,-4.7069,-11.7625,-3.3918,-5.0433,-25.0771,-3.8896,-10.0659,-3.2162,-10.6548
6227,09:30:31.386,-7.8794,-13.4457,-11.7413,-10.9843,-10.5845,-4.8805,-6.4854,-13.1284,-21.076,19.329,-7.1248,-12.1171,-7.4563,-23.8206,-13.0818,-18.5593,-6.6373,-14.0249,-5.8656,-7.5197,-28.3642,-5.7138,-12.5933,-3.6413,-11.0103
6229,09:30:31.388,-9.4978,-14.7937,-11.6616,-10.9242,-10.6859,-5.607,-6.5949,-14.0335,-20.4573,16.9292,-7.0459,-12.6849,-6.9436,-31.9586,-12.9416,-17.9132,-6.4588,-13.9705,-6.1839,-7.9279,-29.3555,-5.5874,-13.913,-3.0584,-10.1525
6231,09:30:31.390,-8.6034,-13.1344,-8.9147,-8.2225,-8.448,-3.4855,-4.3715,-11.3278,-14.8076,18.7046,-4.4704,-10.727,-3.5481,-34.7073,-9.8766,-14.828,-3.7853,-11.0911,-3.8884,-5.8508,-27.3944,-3.4397,-12.9886,-0.8914,-7.4919
6233,09:30:31.392,-5.1262,-8.8876,-4.0446,-3.3977,-4.2796,0.9753,-0.0045,-6.0387,-5.8386,22.5991,0.2,-6.4077,0.7001,-32.9971,-4.6251,-10.1252,0.6285,-5.9816,0.4466,-1.9349,-23.175,0.2819,-9.1911,3.1109,-3.2215
6235,09:30:31.394,-0.6008,-3.746,1.405,1.9286,0.3964,6.0218,5.0725,-0.5515,3.1634,25.1567,5.4609,-1.1375,3.0956,-29.0633,1.0287,-5.517,5.0502,-0.4293,5.1182,2.2293,-18.6043,4.4707,-3.5472,8.1402,1.2575
6237,09:30:31.396,2.7066,0.2886,5.4719,5.6815,3.7547,9.5131,8.8218,3.0505,9.4576,24.6085,9.2179,2.9564,2.7084,-23.5122,5.0603,-2.8106,7.6985,3.4281,8.0807,4.9304,-15.7464,7.6193,1.3417,12.3155,4.0919
6239,09:30:31.398,3.3107,2.0006,6.7906,6.4926,4.5972,10.1059,9.785,4.1009,12.0998,21.9202,9.9384,4.2445,1.0362,-15.4609,6.2431,-2.9467,7.7168,4.301,8.1093,5.2856,-15.7189,8.5544,2.971,13.7164,4.2541
6241,09:30:31.400,1.3721,1.3672,5.2813,4.4597,2.9903,7.8591,7.8814,3.0937,11.6297,19.0508,7.5696,2.5183,0.3318,-5.3062,4.6641,-5.5731,5.4559,2.3595,5.4293,3.6062,-18.3601,7.1026,0.7435,11.6997,2.0762
6243,09:30:31.402,-1.7218,-0.8419,1.9782,0.8604,-0.0037,3.8851,4.2293,0.7244,9.038,16.7854,3.4143,-1.1464,1.5354,3.865,1.3919,-9.4364,1.9914,-1.1665,1.3418,0.9663,-22.6973,4.0614,-3.791,7.3125,-1.395
6245,09:30:31.404,-4.5279,-3.7219,-1.7787,-2.8775,-3.1869,-0.4986,0.2658,-2.5628,5.178,14.6199,-0.9196,-5.3495,3.8639,8.5567,-2.3183,-13.2043,-1.5629,-4.9298,-2.7374,-1.5741,-27.5959,0.5316,-8.4107,2.4284,-5.3448
6247,09:30:31.406,-6.4004,-6.5715,-5.0547,-5.9909,-5.8724,-4.357,-3.0315,-6.2028,0.8658,12.394,-4.5179,-9.172,6.0283,8.4028,-5.5972,-16.0424,-4.4024,-8.1113,-5.9686,-3.4437,-32.0712,-2.6894,-11.8623,-1.5393,-9.3356
6249,09:30:31.408,-7.4614,-8.8431,-7.452,-8.3542,-7.8655,-7.1651,-5.3079,-9.1374,-2.9529,11.2313,-7.2694,-12.1915,7.4037,6.6873,-7.994,-17.6288,-6.0205,-10.404,-8.0815,-4.4989,-35.3235,-5.1601,-14.1475,-4.1975,-12.687
6251,09:30:31.410,-8.0317,-10.0676,-8.8561,-9.9369,-9.0978,-8.6233,-6.5652,-10.2598,-5.4708,12.3897,-9.2574,-14.0603,8.0307,6.9955,-9.2613,-17.885,-6.1975,-11.6922,-9.0114,-4.7502,-36.8658,-6.5729,-15.5684,-5.7754,-14.206
6253,09:30:31.412,-8.2435,-10.0351,-9.3057,-10.5516,-9.5232,-8.704,-6.974,-9.396,-6.4955,15.4118,-10.3335,-14.4484,7.9959,9.6673,-9.3424,-16.8945,-5.1748,-11.9731,-8.7811,-4.3086,-36.8194,-6.84,-15.9385,-6.5534,-12.9939
6255,09:30:31.414,-8.1548,-9.0893,-9.138,-10.2035,-9.3956,-7.883,-6.9427,-7.7106,-6.5608,17.9915,-10.4041,-13.5277,7.2775,11.8946,-8.5933,-15.081,-3.7605,-11.5749,-7.7429,-3.578,-36.006,-6.4717,-14.9103,-6.8355,-9.5889
6257,09:30:31.416,-8.0324,-8.1102,-9.0358,-9.4871,-9.4133,-7.0766,-7.1275,-6.8804,-6.4609,18.0286,-9.9462,-12.2714,6.1166,11.0896,-7.8121,-13.25,-3.0094,-11.2162,-6.6932,-3.2933,-35.4824,-6.5683,-12.8303,-7.2263,-5.9698
6259,09:30:31.418,-8.2879,-7.9704,-9.6175,-9.3181,-10.2669,-7.0378,-8.0565,-7.6474,-6.564,15.7745,-9.8841,-11.8568,5.0483,7.6568,-7.7572,-12.1552,-3.5253,-11.5542,-6.4214,-4.0854,-35.7153,-8.0048,-10.8279,-8.4298,-4.0031
6261,09:30:31.420,-8.9903,-8.7797,-10.7893,-10.0624,-11.8525,-7.6257,-9.5388,-9.0679,-6.4362,13.7909,-10.6988,-12.5029,4.27,4.385,-8.4392,-11.8351,-4.9093,-12.5003,-6.9429,-5.8098,-36.0686,-10.4058,-9.7902,-10.4121,-3.6905
6263,09:30:31.422,-9.4449,-9.5625,-11.5174,-10.9322,-12.9656,-7.6922,-10.4489,-9.1726,-5.0684,14.7361,-11.6662,-12.9321,3.1929,3.5838,-8.8792,-11.3878,-5.8867,-12.9982,-7.1954,-7.293,-35.132,-12.0222,-9.2925,-11.8093,-3.0373
6265,09:30:31.424,-8.3989,-8.7701,-10.4,-10.3922,-11.9694,-5.8542,-9.2816,-6.4834,-1.6001,19.1307,-11.1653,-11.2202,1.0554,5.1555,-7.7058,-9.5604,-5.1135,-11.6347,-5.6711,-6.9189,-31.7226,-10.8702,-7.7441,-10.5347,0.1588
6267,09:30:31.426,-4.8891,-5.3468,-6.6518,-7.3291,-7.9905,-1.5726,-5.1876,-1.1267,3.8871,25.0612,-7.9307,-6.4078,-1.8775,7.1542,-4.1721,-5.7396,-2.082,-7.6645,-1.559,-3.7276,-25.794,-6.2154,-3.7497,-5.3679,6.2394
6269,09:30:31.428,0.9103,0.4594,-0.6832,-1.9502,-1.6379,4.3854,1.2976,5.2787,10.0852,29.7774,-2.1143,0.6032,-3.9983,7.6314,1.2657,-0.472,2.5506,-1.5955,4.5807,1.8513,-18.5496,0.9003,2.587,2.8432,13.2787
6271,09:30:31.430,7.5835,7.1858,6.1659,4.3576,5.3516,10.4668,8.4213,10.7278,15.031,31.57,4.7993,7.6831,-3.5904,5.8378,7.2689,4.9443,7.4172,5.1363,11.1801,8.2491,-11.7157,8.4437,9.602,11.524,18.6317
6273,09:30:31.432,13.2488,13.0347,12.4024,9.9606,11.1678,15.3085,14.1482,13.974,17.241,30.4811,11.017,12.9632,-0.4844,2.2289,12.4653,9.3645,11.2662,11.0451,16.6664,13.7534,-6.5949,14.6336,15.1832,17.9804,20.872
6275,09:30:31.434,16.5837,16.7782,16.9601,13.7887,14.7603,18.2923,17.1433,14.8935,16.5393,27.6796,15.3569,15.7651,3.6223,-2.0614,16.0325,12.329,13.5053,15.2303,20.1754,17.3672,-3.6286,18.5688,17.9662,20.8509,20.3667
6277,09:30:31.436,17.2865,18.0152,19.233,15.4169,15.8923,19.3318,17.1444,13.9955,13.8815,24.3328,17.3443,16.2977,6.5953,-5.752,17.6191,13.8123,14.1209,17.3272,21.4715,18.8739,-2.6845,20.0067,17.698,20.2865,18.2454
6279,09:30:31.438,15.7467,16.821,18.8367,14.6695,14.6647,18.3439,14.6522,11.6933,10.4102,20.893,16.7736,14.7728,7.6266,-7.9659,16.9448,13.6428,13.2137,17.0817,20.4431,18.2964,-3.6374,18.8915,14.8099,17.079,15.0666
6281,09:30:31.440,12.4433,13.3964,15.5757,11.4204,11.1796,15.1046,10.4016,8.0313,6.7365,17.1793,13.5142,11.055,7.6495,-8.6713,13.7088,11.3612,10.7002,14.1964,16.9165,15.5189,-6.6009,15.232,9.8812,11.8482,10.5394
6283,09:30:31.442,7.7313,8.1452,9.7255,5.8747,5.6883,9.6616,5.0973,3.034,3.1099,12.9972,7.8416,5.1637,8.1865,-8.5552,7.989,6.7421,6.5084,8.7058,11.0452,10.5477,-11.5753,9.3349,3.4877,5.0329,4.3797
6285,09:30:31.444,2.1109,1.945,2.2741,-1.0583,-1.0528,2.7978,-0.5217,-2.7961,0.0319,8.657,0.7953,-2.0936,9.9061,-8.2874,0.6735,0.4124,1.0399,1.456,3.7752,4.0673,-17.9089,2.0031,-3.6586,-2.6151,-2.7911
6287,09:30:31.446,-3.5258,-3.938,-5.2664,-7.8679,-7.7455,-4.0546,-5.5984,-8.4317,-1.6676,4.8929,-6.0373,-9.1946,12.1797,-7.9261,-6.6537,-6.1663,-4.6465,-5.9425,-3.2733,-2.4694,-24.2013,-5.5546,-10.6424,-9.8349,-9.4994
6289,09:30:31.448,-8.1267,-8.423,-11.4586,-13.0945,-13.0186,-9.4843,-9.3174,-12.8199,-1.5434,2.303,-11.2687,-14.6872,13.7484,-7.1163,-12.4271,-11.447,-9.2259,-11.8351,-8.5651,-7.5097,-28.8774,-12.0439,-16.5218,-15.2947,-14.337
6291,09:30:31.450,-11.0444,-11.1725,-15.5274,-16.0295,-16.0711,-12.7948,-11.2245,-15.4316,-0.1627,0.9795,-14.3562,-17.9324,13.669,-5.6984,-15.8608,-14.6403,-11.7939,-15.3753,-11.425,-10.2859,-31.0091,-16.4782,-20.6078,-18.243,-16.7991
6293,09:30:31.452,-12.369,-12.5832,-17.5262,-16.9024,-16.9883,-14.1623,-11.4011,-16.3521,1.236,0.7735,-15.6263,-19.1801,11.7898,-3.8478,-17.1611,-15.9525,-12.2723,-16.8136,-12.1841,-11.1104,-30.7224,-18.519,-22.6463,-18.7641,-17.3078
6295,09:30:31.454,-12.7168,-13.2742,-18.0368,-16.4811,-16.5287,-14.2487,-10.3406,-15.9686,1.7518,1.7659,-15.7847,-19.1015,8.6585,-1.7189,-17.1108,-16.143,-11.2508,-17.0446,-11.6807,-10.8758,-28.9231,-18.6046,-22.836,-17.5087,-16.602
6297,09:30:31.456,-12.7362,-13.6528,-17.7068,-15.4985,-15.6089,-13.7226,-8.6794,-14.7511,1.3163,4.11,-15.4145,-18.3508,5.1537,0.514,-16.4715,-15.9278,-9.5254,-16.8793,-10.6647,-10.3283,-26.677,-17.6715,-21.7278,-15.2661,-15.2611
6299,09:30:31.458,-12.7963,-13.9116,-16.9435,-14.3444,-14.8563,-13.0521,-7.0052,-13.3472,0.1678,7.2426,-14.788,-17.447,2.1084,1.976,-15.6565,-15.7134,-7.7672,-16.6374,-9.5678,-9.7721,-24.7496,-16.5172,-20.0344,-12.7302,-13.7804
6301,09:30:31.460,-12.9644,-14.1693,-15.8517,-13.0924,-14.4211,-12.4922,-5.753,-12.5801,-1.7828,9.6395,-13.9106,-16.7525,0.0756,1.0208,-14.7332,-15.6452,-6.4255,-16.2129,-8.572,-9.2428,-23.4584,-15.2469,-18.3457,-10.437,-12.8143
6303,09:30:31.462,-13.0318,-14.3215,-14.307,-11.624,-14.0084,-12.0002,-5.0354,-12.8974,-4.5616,10.0765,-12.5947,-16.2852,-0.6829,-3.1332,-13.515,-15.639,-5.6305,-15.3182,-7.6269,-8.6733,-22.6374,-13.3193,-16.8229,-8.6482,-12.943
6305,09:30:31.464,-12.4889,-13.7596,-12.0816,-9.6755,-13.0538,-11.1087,-4.4465,-13.6248,-7.0833,9.4601,-10.5632,-15.5523,-0.0802,-8.3399,-11.633,-15.3112,-5.011,-13.6365,-6.3507,-7.7916,-21.6189,-10.209,-15.0884,-7.1633,-13.9796
6307,09:30:31.466,-10.7351,-11.6446,-9.0695,-6.9224,-11.0609,-9.1317,-3.1783,-13.0788,-7.1505,10.8741,-7.7186,-13.8586,1.731,-10.0092,-8.7508,-14.1154,-3.7757,-10.9601,-4.1668,-6.0942,-19.4941,-6.0987,-12.5424,-5.3403,-14.6765
6309,09:30:31.468,-7.7293,-7.9697,-5.6241,-3.2926,-8.0704,-5.8821,-0.6861,-10.0306,-3.3604,16.7945,-4.5261,-11.1268,3.9715,-5.0915,-5.0375,-11.9086,-1.3921,-7.5099,-0.9105,-3.3263,-15.8631,-1.9739,-9.0764,-2.551,-13.5917
6311,09:30:31.470,-4.6371,-4.5206,-2.7856,0.5953,-4.9886,-2.402,2.48,-5.4516,2.6721,25.6909,-2.1582,-8.5505,4.9574,3.7849,-1.5841,-9.5705,1.4974,-4.2785,2.5013,-0.2153,-11.6548,0.9074,-5.7173,1.1468,-10.6761
6313,09:30:31.472,-3.6062,-4.3967,-2.017,3.3457,-3.3595,-0.8238,4.5493,-2.6279,6.4906,31.8106,-2.0683,-8.2419,2.6738,8.8524,-0.1667,-8.8929,2.9255,-2.8747,4.1628,1.4427,-9.0914,1.6606,-4.5085,4.7103,-8.0286
6315,09:30:31.474,-6.3776,-9.8639,-4.3231,3.437,-4.4573,-3.0427,3.6013,-4.9183,4.0663,29.3725,-5.0804,-11.8033,-3.7243,3.1742,-2.1522,-11.4187,0.8284,-4.5856,2.3687,-0.1132,-10.3291,0.095,-7.3294,6.6173,-8.6489
6317,09:30:31.476,-12.6734,-20.0923,-9.247,0.3596,-8.2142,-9.05,-0.8055,-12.786,-4.5107,17.8019,-10.5804,-18.825,-12.607,-13.0442,-7.2164,-16.9689,-5.0765,-9.1855,-2.862,-4.998,-15.5896,-3.2617,-14.2797,5.94,-13.8576
6319,09:30:31.478,-19.87,-30.9108,-14.6376,-4.6664,-12.881,-16.3987,-6.8784,-22.827,-14.557,2.9475,-16.4869,-26.6141,-20.2509,-31.9451,-13.03,-23.1968,-12.4629,-14.5719,-9.2893,-11.0619,-22.4237,-7.2299,-22.9618,3.1439,-21.6307
6321,09:30:31.480,-24.5397,-37.2157,-17.6997,-9.2099,-15.9272,-21.5384,-11.6067,-29.9612,-20.338,-7.2625,-20.2234,-31.6066,-23.1189,-44.0221,-16.4905,-26.8538,-17.6771,-17.846,-13.675,-15.1092,-27.0689,-10.2025,-29.6106,-0.1425,-27.6204
6323,09:30:31.482,-24.7594,-36.3367,-16.791,-11.2331,-15.686,-22.1695,-12.8925,-31.0709,-19.5232,-8.8917,-20.1901,-31.5548,-20.3693,-45.0465,-15.7682,-25.9753,-18.3021,-17.2188,-13.9425,-15.1423,-27.0428,-10.7746,-31.5454,-2.3286,-28.2924
6325,09:30:31.484,-21.3004,-29.7097,-12.6044,-10.5743,-12.5085,-18.7778,-11.0356,-27.0184,-14.5534,-4.3133,-16.7641,-26.9046,-14.4037,-37.8433,-11.5784,-21.262,-14.8677,-13.2549,-10.5725,-11.7697,-22.8845,-8.6289,-29.07,-3.0786,-23.5806
6327,09:30:31.486,-16.7675,-21.5764,-7.6806,-9.0173,-8.4686,-14.1146,-8.3007,-21.4912,-9.952,0.8961,-12.0593,-20.3568,-8.8861,-28.3733,-6.5968,-15.5029,-10.2312,-8.3938,-6.0991,-7.5841,-17.5825,-4.9556,-25.1383,-3.4741,-16.7942
6329,09:30:31.488,-13.5333,-15.8788,-4.5382,-8.7973,-5.8212,-11.0894,-6.9907,-17.9638,-8.3945,2.9797,-8.5106,-14.9852,-5.9535,-20.8201,-3.4616,-11.5171,-7.2337,-5.1236,-3.151,-5.0979,-14.2218,-1.7905,-22.948,-4.921,-11.9628
6331,09:30:31.490,-12.2236,-13.8373,-3.9258,-10.7783,-5.444,-10.8044,-7.7221,-17.4519,-9.1047,2.2212,-7.261,-12.3291,-5.0224,-16.0386,-2.9845,-10.3001,-6.7137,-4.3037,-2.6493,-5.0151,-13.8581,-0.5886,-23.491,-7.7355,-10.9824
6333,09:30:31.492,-11.7966,-13.8609,-4.6043,-13.8483,-6.4631,-12.1793,-9.2671,-18.5795,-9.4712,1.1569,-7.5621,-11.786,-4.0083,-13.2281,-3.9495,-10.7654,-7.4349,-4.9207,-3.508,-6.1439,-15.2468,-1.2039,-25.1288,-10.6831,-12.8125
6335,09:30:31.494,-10.7933,-13.4023,-4.6908,-15.9627,-7.2061,-13.167,-9.8282,-19.2533,-7.7298,1.5848,-7.6323,-11.5477,-1.5411,-11.6954,-4.4428,-11.0178,-7.609,-5.2532,-3.8248,-6.7075,-16.2975,-2.1862,-25.3582,-11.9046,-14.8968
6337,09:30:31.496,-8.5187,-10.9804,-3.2335,-15.7807,-6.5365,-12.3255,-8.443,-18.1833,-4.1224,3.5152,-6.2088,-10.1525,1.9345,-10.8954,-3.3986,-9.8715,-6.3899,-4.2769,-2.3768,-5.7194,-15.7382,-2.0918,-22.9477,-10.3969,-15.1477
6339,09:30:31.498,-5.3099,-6.8614,-0.6415,-13.4207,-4.4611,-9.5136,-5.393,-15.2453,-0.0042,6.2768,-3.4488,-7.4074,4.9438,-9.8494,-1.0757,-7.3839,-4.1186,-2.1533,0.7703,-3.3453,-13.6472,-0.5691,-18.5273,-6.7275,-12.8852
6341,09:30:31.500,-1.9855,-2.273,2.1658,-9.861,-1.7095,-5.4775,-1.6049,-11.0104,3.6082,9.6462,-0.4717,-4.125,6.5655,-7.5704,1.6616,-4.2702,-1.5267,0.3514,4.7567,-0.2913,-10.7926,1.6943,-13.4538,-2.4186,-8.5509
6343,09:30:31.502,0.8587,1.8118,4.8057,-5.8451,1.0862,-1.0282,2.1394,-6.2458,6.5205,13.58,1.8741,-1.1555,7.1736,-4.1502,4.3052,-1.0479,1.0167,2.724,8.7986,2.9425,-7.7409,3.8879,-8.4393,1.3104,-3.0675
6345,09:30:31.504,3.1704,5.2288,7.5901,-1.4714,3.7892,3.4038,5.4887,-1.707,8.8088,17.3866,3.7478,1.3204,7.7787,-0.8697,6.9496,2.2395,3.5235,5.002,12.6022,6.2558,-4.5797,5.8136,-3.3284,4.2388,2.5103
6347,09:30:31.506,5.2865,8.2826,10.8076,3.2804,6.5001,7.6561,8.312,1.998,10.2559,19.9116,5.8908,3.7012,8.8466,1.0924,9.7762,5.6481,5.954,7.3955,16.1352,9.6267,-1.255,7.789,2.0918,6.7512,7.2002
6349,09:30:31.508,7.5543,11.1419,14.0887,7.9049,9.1154,11.5484,10.4624,4.6427,10.5139,20.7858,8.6263,6.3675,9.8673,1.9124,12.5282,8.9114,8.027,9.8072,19.2315,12.8015,2.0661,10.0495,7.4536,8.9686,10.4667
6351,09:30:31.510,10.0545,13.7057,16.6306,11.4959,11.2816,14.8362,11.8422,6.5416,9.7223,21.1979,11.4437,9.2879,10.062,2.9553,14.6332,11.5107,9.5214,11.827,21.5624,15.3883,5.0509,12.4367,12.1031,10.4404,12.5653
6353,09:30:31.512,12.6347,16.0194,18.049,13.5906,12.8215,17.4441,12.6725,8.3987,8.8015,23.087,13.6267,12.1936,9.4387,5.5481,15.8523,13.1785,10.6811,13.2138,23.0198,17.2633,7.566,14.6892,15.8475,10.7643,14.366
6355,09:30:31.514,15.1946,18.6299,18.9246,14.8197,14.1531,19.6877,13.6312,10.9012,9.0225,27.4869,15.1989,15.0132,9.0579,10.0103,16.7377,14.2987,12.2226,14.3435,24.067,18.8605,9.9257,16.9128,19.1766,10.4579,16.6597
6357,09:30:31.516,17.8994,22.267,20.4259,16.5924,16.1731,22.1877,15.6244,14.3296,11.1647,33.6716,17.0867,17.9908,10.1356,15.4226,18.3566,15.7521,14.8718,16.1077,25.5949,21.0023,12.736,19.6295,22.6911,11.0615,19.6054
6359,09:30:31.518,20.9987,26.9681,23.3156,19.9894,19.5721,25.4394,19.2328,18.3682,14.9083,39.7565,20.2302,21.2992,12.7587,19.6466,21.4416,18.2529,18.7773,19.2362,28.2696,24.2983,16.4042,23.2928,26.3948,14.1387,22.8529
6361,09:30:31.520,24.2991,31.4777,27.2001,24.7962,24.0938,29.2854,24.1376,22.1114,18.8845,43.8638,24.4886,24.5401,15.4454,19.5771,25.6545,21.6611,23.2096,23.5387,31.8459,28.5056,20.6458,27.7063,29.5567,19.9057,26.0497
6363,09:30:31.522,26.8125,33.6646,30.6086,29.4566,28.3658,32.6805,28.9424,24.2592,21.337,44.7165,28.4098,26.6791,16.091,12.4574,29.5496,24.7986,26.7268,27.6816,35.0195,32.3424,24.3462,31.8386,31.139,26.6495,28.9686
